gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction,age_group,experience_level,hourly_rate_log
Male,37.0,Canada,English,Devops,3.0,20.0,2.5,0,62.0,31-40,Junior,3.044522437723423
Female,58.0,France,French,Data Analysis,15.0,20.0,3.5,0,98.0,51-60,Senior,3.044522437723423
Female,39.0,Spain,Spanish,Mobile Apps,15.0,50.0,2.6,0,80.0,31-40,Senior,3.9318256327243257
Male,43.0,Turkey,Turkish,Graphic Design,13.0,20.0,1.2,1,69.0,41-50,Senior,3.044522437723423
Female,40.0,Spain,Spanish,Blockchain Development,20.0,30.0,2.6,0,90.0,31-40,Senior,3.4339872044851463
Female,51.0,United Kingdom,English,Machine Learning,30.0,75.0,2.6,1,74.0,51-60,Expert,4.330733340286331
Male,23.0,Germany,German,Ai,4.0,50.0,4.5,0,98.0,20-30,Mid,3.9318256327243257
Female,31.0,Indonesia,Indonesian,Graphic Design,9.0,20.0,2.6,1,84.0,31-40,Mid,3.044522437723423
Female,44.0,Russia,Russian,Web Development,3.0,20.0,5.0,1,75.0,41-50,Junior,3.044522437723423
Male,56.0,Germany,German,Mobile Apps,23.0,75.0,3.9,1,79.0,51-60,Expert,4.330733340286331
Female,48.0,Australia,English,Cybersecurity,5.0,100.0,1.8,1,97.0,41-50,Mid,4.61512051684126
Female,46.0,Russia,Russian,Web Development,28.0,30.0,4.2,1,79.0,41-50,Expert,3.4339872044851463
Male,21.0,Egypt,Arabic,Ai,0.0,20.0,2.6,0,64.0,20-30,Junior,3.044522437723423
Male,52.0,Russia,Russian,Data Analysis,30.0,30.0,2.0,1,68.0,51-60,Expert,3.4339872044851463
Female,39.0,Russia,Russian,Graphic Design,20.0,75.0,2.7,1,67.0,31-40,Senior,4.330733340286331
Female,31.0,Australia,English,Mobile Apps,0.0,30.0,2.3,0,79.0,31-40,Junior,3.4339872044851463
Male,22.0,South Korea,Korean,Ui/Ux Design,4.0,40.0,3.8,1,100.0,20-30,Mid,3.713572066704308
Female,38.0,United Kingdom,English,Ui/Ux Design,10.0,40.0,2.6,0,66.0,31-40,Mid,3.713572066704308
Male,44.0,Argentina,Spanish,Graphic Design,24.0,75.0,4.6,0,97.0,41-50,Expert,4.330733340286331
Male,53.0,Indonesia,Indonesian,Machine Learning,21.0,100.0,3.4,0,62.0,51-60,Expert,4.61512051684126
Male,22.0,China,Mandarin,Data Analysis,2.0,20.0,2.6,0,79.0,20-30,Junior,3.044522437723423
Female,40.0,India,Hindi,Blockchain Development,14.0,75.0,0.0,1,79.0,31-40,Senior,4.330733340286331
Female,49.0,China,Mandarin,Mobile Apps,15.0,40.0,3.9,0,86.0,41-50,Senior,3.713572066704308
Male,30.0,Australia,English,Ui/Ux Design,11.0,30.0,4.2,0,65.0,20-30,Senior,3.4339872044851463
Female,37.0,Japan,Japanese,Ai,6.0,20.0,2.6,0,99.0,31-40,Mid,3.044522437723423
Male,21.0,Egypt,Arabic,Graphic Design,2.0,100.0,3.6,0,85.0,20-30,Junior,4.61512051684126
Male,20.0,South Korea,Korean,Ai,1.0,50.0,2.6,1,81.0,20-30,Junior,3.9318256327243257
Male,20.0,China,Mandarin,Data Analysis,2.0,40.0,2.1,0,64.0,20-30,Junior,3.713572066704308
Male,20.0,Argentina,Spanish,Machine Learning,2.0,20.0,3.9,0,84.0,20-30,Junior,3.044522437723423
Female,26.0,Russia,Russian,Machine Learning,2.0,40.0,0.0,0,66.0,20-30,Junior,3.713572066704308
Female,50.0,South Korea,Korean,Web Development,12.0,75.0,0.0,0,75.0,41-50,Senior,4.330733340286331
Male,50.0,Spain,Spanish,Ai,28.0,30.0,1.8,0,79.0,41-50,Expert,3.4339872044851463
Female,54.0,Indonesia,Indonesian,Ai,4.0,20.0,1.1,1,63.0,51-60,Mid,3.044522437723423
Male,54.0,Spain,Spanish,Blockchain Development,3.0,20.0,1.6,1,70.0,51-60,Junior,3.044522437723423
Female,34.0,Egypt,Arabic,Machine Learning,4.0,30.0,3.1,0,90.0,31-40,Mid,3.4339872044851463
Female,20.0,Italy,Italian,Devops,1.0,50.0,3.4,1,79.0,20-30,Junior,3.9318256327243257
Male,29.0,Germany,German,Ai,8.0,40.0,3.1,0,60.0,20-30,Mid,3.713572066704308
Female,57.0,United Kingdom,English,Devops,11.0,75.0,2.3,0,79.0,51-60,Senior,4.330733340286331
Female,36.0,Netherlands,Dutch,Ai,8.0,40.0,2.6,0,80.0,31-40,Mid,3.713572066704308
Male,51.0,South Korea,Korean,Web Development,32.0,50.0,3.2,0,88.0,51-60,Expert,3.9318256327243257
Male,44.0,India,Hindi,Ui/Ux Design,4.0,30.0,0.0,0,80.0,41-50,Mid,3.4339872044851463
Male,58.0,Spain,Spanish,Cybersecurity,33.0,30.0,3.3,1,71.0,51-60,Expert,3.4339872044851463
Female,38.0,South Africa,Afrikaans,Mobile Apps,14.0,40.0,1.1,1,76.0,31-40,Senior,3.713572066704308
Male,24.0,United States,English,Ui/Ux Design,6.0,30.0,4.6,1,93.0,20-30,Mid,3.4339872044851463
Female,30.0,Turkey,Turkish,Blockchain Development,5.0,30.0,2.6,0,79.0,20-30,Mid,3.4339872044851463
Male,25.0,Indonesia,Indonesian,Cybersecurity,3.0,75.0,2.6,0,83.0,20-30,Junior,4.330733340286331
Male,54.0,Indonesia,Indonesian,Mobile Apps,17.0,100.0,0.0,0,71.0,51-60,Senior,4.61512051684126
Male,54.0,Italy,Italian,Cybersecurity,9.0,20.0,0.0,1,96.0,51-60,Mid,3.044522437723423
Female,53.0,France,French,Graphic Design,16.0,40.0,0.0,0,79.0,51-60,Senior,3.713572066704308
Male,22.0,Russia,Russian,Ai,3.0,75.0,3.4,1,65.0,20-30,Junior,4.330733340286331
Female,23.0,Mexico,Spanish,Data Analysis,2.0,20.0,1.3,0,79.0,20-30,Junior,3.044522437723423
Female,47.0,France,French,Cybersecurity,16.0,50.0,1.9,0,71.0,41-50,Senior,3.9318256327243257
Male,24.0,France,French,Web Development,6.0,50.0,1.4,1,63.0,20-30,Mid,3.9318256327243257
Female,57.0,India,Hindi,Ui/Ux Design,10.0,100.0,4.3,0,79.0,51-60,Mid,4.61512051684126
Male,48.0,Spain,Spanish,Graphic Design,16.0,30.0,2.6,0,97.0,41-50,Senior,3.4339872044851463
Female,21.0,Turkey,Turkish,Ui/Ux Design,0.0,100.0,4.3,0,79.0,20-30,Junior,4.61512051684126
Male,33.0,Japan,Japanese,Ai,13.0,75.0,0.0,1,79.0,31-40,Senior,4.330733340286331
Male,41.0,Turkey,Turkish,Devops,12.0,40.0,1.3,0,85.0,41-50,Senior,3.713572066704308
Male,40.0,Australia,English,Cybersecurity,13.0,50.0,2.9,0,82.0,31-40,Senior,3.9318256327243257
Female,40.0,Mexico,Spanish,Graphic Design,22.0,40.0,4.3,0,95.0,31-40,Expert,3.713572066704308
Female,20.0,United States,English,Graphic Design,1.0,40.0,2.7,0,94.0,20-30,Junior,3.713572066704308
Female,42.0,Mexico,Spanish,Web Development,9.0,50.0,4.2,0,96.0,41-50,Mid,3.9318256327243257
Male,32.0,Canada,English,Blockchain Development,12.0,40.0,0.0,1,63.0,31-40,Senior,3.713572066704308
Male,60.0,Japan,Japanese,Ai,9.0,20.0,2.2,0,60.0,51-60,Mid,3.044522437723423
Male,46.0,Egypt,Arabic,Machine Learning,12.0,50.0,4.7,1,77.0,41-50,Senior,3.9318256327243257
Male,29.0,China,Mandarin,Devops,0.0,30.0,0.0,0,63.0,20-30,Junior,3.4339872044851463
Female,39.0,Brazil,Portuguese,Mobile Apps,18.0,20.0,2.5,1,61.0,31-40,Senior,3.044522437723423
Male,55.0,Russia,Russian,Mobile Apps,2.0,50.0,3.9,1,88.0,51-60,Junior,3.9318256327243257
Male,55.0,Turkey,Turkish,Cybersecurity,9.0,100.0,1.2,1,69.0,51-60,Mid,4.61512051684126
Male,40.0,Indonesia,Indonesian,Data Analysis,2.0,75.0,4.5,1,79.0,31-40,Junior,4.330733340286331
Female,56.0,China,Mandarin,Ui/Ux Design,35.0,40.0,2.7,1,82.0,51-60,Expert,3.713572066704308
Male,57.0,Mexico,Spanish,Mobile Apps,21.0,75.0,2.0,0,96.0,51-60,Expert,4.330733340286331
Female,56.0,Russia,Russian,Devops,3.0,40.0,1.7,0,71.0,51-60,Junior,3.713572066704308
Female,49.0,Germany,German,Mobile Apps,24.0,75.0,3.0,1,77.0,41-50,Expert,4.330733340286331
Male,26.0,Spain,Spanish,Blockchain Development,9.0,75.0,2.1,1,79.0,20-30,Mid,4.330733340286331
Female,36.0,South Korea,Korean,Ui/Ux Design,0.0,75.0,1.5,0,73.0,31-40,Junior,4.330733340286331
Male,20.0,Russia,Russian,Web Development,2.0,30.0,1.7,1,60.0,20-30,Junior,3.4339872044851463
Female,40.0,Spain,Spanish,Ai,9.0,40.0,1.2,1,67.0,31-40,Mid,3.713572066704308
Female,30.0,India,Hindi,Mobile Apps,6.0,75.0,0.0,0,80.0,20-30,Mid,4.330733340286331
Male,51.0,Australia,English,Graphic Design,21.0,20.0,2.6,1,79.0,51-60,Expert,3.044522437723423
Male,46.0,United States,English,Ui/Ux Design,24.0,40.0,3.3,1,87.0,41-50,Expert,3.713572066704308
Female,25.0,South Korea,Korean,Ai,6.0,20.0,2.1,0,79.0,20-30,Mid,3.044522437723423
Male,53.0,Netherlands,Dutch,Web Development,32.0,50.0,2.6,1,79.0,51-60,Expert,3.9318256327243257
Female,50.0,Egypt,Arabic,Mobile Apps,31.0,100.0,2.9,1,89.0,41-50,Expert,4.61512051684126
Male,45.0,South Korea,Korean,Ai,9.0,20.0,3.3,1,93.0,41-50,Mid,3.044522437723423
Female,48.0,Canada,English,Cybersecurity,24.0,100.0,4.8,1,84.0,41-50,Expert,4.61512051684126
Male,30.0,Indonesia,Indonesian,Devops,9.0,100.0,4.5,0,78.0,20-30,Mid,4.61512051684126
Female,33.0,Netherlands,Dutch,Ui/Ux Design,6.0,50.0,3.1,0,90.0,31-40,Mid,3.9318256327243257
Female,50.0,United Kingdom,English,Devops,11.0,40.0,4.9,1,88.0,41-50,Senior,3.713572066704308
Female,24.0,Indonesia,Indonesian,Data Analysis,9.0,20.0,0.0,0,76.0,20-30,Mid,3.044522437723423
Male,38.0,Italy,Italian,Web Development,14.0,75.0,1.5,0,62.0,31-40,Senior,4.330733340286331
Male,56.0,Japan,Japanese,Devops,2.0,75.0,2.4,0,79.0,51-60,Junior,4.330733340286331
Female,41.0,Russia,Russian,Devops,2.0,100.0,4.5,0,75.0,41-50,Junior,4.61512051684126
Male,41.0,Italy,Italian,Ui/Ux Design,11.0,100.0,2.5,1,80.0,41-50,Senior,4.61512051684126
Female,42.0,Germany,German,Graphic Design,13.0,30.0,3.3,0,63.0,41-50,Senior,3.4339872044851463
Male,26.0,India,Hindi,Blockchain Development,7.0,75.0,3.0,0,84.0,20-30,Mid,4.330733340286331
Female,44.0,Canada,English,Cybersecurity,25.0,75.0,2.7,1,78.0,41-50,Expert,4.330733340286331
Male,46.0,Canada,English,Graphic Design,20.0,20.0,1.2,0,74.0,41-50,Senior,3.044522437723423
Female,36.0,United States,English,Ui/Ux Design,8.0,50.0,4.3,0,90.0,31-40,Mid,3.9318256327243257
Male,26.0,Netherlands,Dutch,Ai,6.0,40.0,1.3,0,79.0,20-30,Mid,3.713572066704308
Male,21.0,Germany,German,Ui/Ux Design,3.0,50.0,4.6,1,79.0,20-30,Junior,3.9318256327243257
Female,39.0,Indonesia,Indonesian,Ui/Ux Design,18.0,50.0,2.1,0,75.0,31-40,Senior,3.9318256327243257
Female,37.0,United States,English,Blockchain Development,18.0,40.0,4.5,0,72.0,31-40,Senior,3.713572066704308
Female,47.0,Russia,Russian,Ui/Ux Design,3.0,40.0,4.4,1,92.0,41-50,Junior,3.713572066704308
Female,53.0,Russia,Russian,Graphic Design,32.0,20.0,0.0,0,79.0,51-60,Expert,3.044522437723423
Female,53.0,Argentina,Spanish,Mobile Apps,19.0,20.0,1.3,0,79.0,51-60,Senior,3.044522437723423
Male,21.0,India,Hindi,Data Analysis,2.0,50.0,2.6,0,86.0,20-30,Junior,3.9318256327243257
Female,35.0,United Kingdom,English,Blockchain Development,0.0,40.0,2.6,1,85.0,31-40,Junior,3.713572066704308
Male,31.0,Argentina,Spanish,Machine Learning,13.0,40.0,1.2,0,62.0,31-40,Senior,3.713572066704308
Female,55.0,South Korea,Korean,Ai,2.0,30.0,3.1,1,91.0,51-60,Junior,3.4339872044851463
Female,59.0,Turkey,Turkish,Web Development,11.0,75.0,2.3,1,80.0,51-60,Senior,4.330733340286331
Male,59.0,France,French,Cybersecurity,17.0,100.0,4.0,0,72.0,51-60,Senior,4.61512051684126
Male,47.0,India,Hindi,Blockchain Development,10.0,75.0,1.9,0,79.0,41-50,Mid,4.330733340286331
Female,53.0,South Africa,Afrikaans,Machine Learning,26.0,75.0,2.4,1,79.0,51-60,Expert,4.330733340286331
Male,49.0,South Africa,Afrikaans,Data Analysis,9.0,30.0,2.6,1,74.0,41-50,Mid,3.4339872044851463
Female,50.0,South Africa,Afrikaans,Mobile Apps,8.0,50.0,3.7,1,82.0,41-50,Mid,3.9318256327243257
Female,59.0,South Korea,Korean,Machine Learning,22.0,100.0,1.1,0,85.0,51-60,Expert,4.61512051684126
Male,33.0,Turkey,Turkish,Data Analysis,8.0,75.0,2.3,1,68.0,31-40,Mid,4.330733340286331
Female,45.0,Canada,English,Web Development,22.0,40.0,3.7,1,99.0,41-50,Expert,3.713572066704308
Female,36.0,Italy,Italian,Graphic Design,14.0,30.0,1.9,0,62.0,31-40,Senior,3.4339872044851463
Male,46.0,South Africa,Afrikaans,Ui/Ux Design,6.0,30.0,1.5,0,79.0,41-50,Mid,3.4339872044851463
Female,53.0,Turkey,Turkish,Graphic Design,14.0,30.0,0.0,0,83.0,51-60,Senior,3.4339872044851463
Female,24.0,United States,English,Web Development,2.0,30.0,3.6,0,92.0,20-30,Junior,3.4339872044851463
Female,49.0,Spain,Spanish,Devops,4.0,75.0,2.1,0,85.0,41-50,Mid,4.330733340286331
Female,49.0,South Korea,Korean,Ai,4.0,75.0,2.9,0,79.0,41-50,Mid,4.330733340286331
Female,49.0,South Korea,Korean,Mobile Apps,24.0,100.0,3.6,1,79.0,41-50,Expert,4.61512051684126
Female,58.0,Brazil,Portuguese,Blockchain Development,29.0,30.0,3.3,1,89.0,51-60,Expert,3.4339872044851463
Male,50.0,South Africa,Afrikaans,Ui/Ux Design,13.0,40.0,2.5,1,81.0,41-50,Senior,3.713572066704308
Male,27.0,South Africa,Afrikaans,Devops,1.0,100.0,3.7,1,61.0,20-30,Junior,4.61512051684126
Female,20.0,South Korea,Korean,Machine Learning,9.0,30.0,4.6,1,79.0,20-30,Mid,3.4339872044851463
Male,52.0,Russia,Russian,Blockchain Development,15.0,40.0,0.0,1,92.0,51-60,Senior,3.713572066704308
Female,22.0,France,French,Machine Learning,2.0,30.0,2.0,0,96.0,20-30,Junior,3.4339872044851463
Female,38.0,Turkey,Turkish,Web Development,14.0,100.0,1.7,0,66.0,31-40,Senior,4.61512051684126
Male,21.0,Canada,English,Graphic Design,0.0,100.0,3.0,0,64.0,20-30,Junior,4.61512051684126
Male,41.0,Australia,English,Ai,15.0,40.0,3.4,0,100.0,41-50,Senior,3.713572066704308
Female,33.0,Indonesia,Indonesian,Blockchain Development,6.0,40.0,3.2,1,95.0,31-40,Mid,3.713572066704308
Female,38.0,Mexico,Spanish,Mobile Apps,11.0,40.0,2.8,0,91.0,31-40,Senior,3.713572066704308
Female,26.0,Russia,Russian,Devops,8.0,20.0,4.1,1,82.0,20-30,Mid,3.044522437723423
Female,43.0,Netherlands,Dutch,Ai,3.0,20.0,0.0,1,95.0,41-50,Junior,3.044522437723423
Female,21.0,Italy,Italian,Cybersecurity,0.0,40.0,0.0,1,95.0,20-30,Junior,3.713572066704308
Male,47.0,South Korea,Korean,Mobile Apps,7.0,30.0,2.6,0,69.0,41-50,Mid,3.4339872044851463
Male,35.0,Spain,Spanish,Graphic Design,6.0,40.0,2.6,1,91.0,31-40,Mid,3.713572066704308
Female,37.0,Indonesia,Indonesian,Mobile Apps,9.0,30.0,2.7,1,79.0,31-40,Mid,3.4339872044851463
Female,38.0,Brazil,Portuguese,Ai,15.0,40.0,4.0,0,62.0,31-40,Senior,3.713572066704308
Male,40.0,Canada,English,Data Analysis,20.0,20.0,2.5,0,81.0,31-40,Senior,3.044522437723423
Female,46.0,Brazil,Portuguese,Data Analysis,16.0,75.0,0.0,0,94.0,41-50,Senior,4.330733340286331
Male,56.0,Egypt,Arabic,Devops,22.0,30.0,2.6,0,95.0,51-60,Expert,3.4339872044851463
Male,24.0,Turkey,Turkish,Graphic Design,2.0,40.0,1.6,0,100.0,20-30,Junior,3.713572066704308
Male,41.0,Mexico,Spanish,Ai,1.0,75.0,0.0,1,94.0,41-50,Junior,4.330733340286331
Female,38.0,Turkey,Turkish,Mobile Apps,8.0,30.0,4.0,1,92.0,31-40,Mid,3.4339872044851463
Female,28.0,France,French,Devops,8.0,50.0,2.5,1,95.0,20-30,Mid,3.9318256327243257
Male,25.0,Brazil,Portuguese,Devops,7.0,20.0,3.8,0,97.0,20-30,Mid,3.044522437723423
Male,41.0,United Kingdom,English,Devops,8.0,50.0,4.8,0,75.0,41-50,Mid,3.9318256327243257
Female,45.0,Mexico,Spanish,Data Analysis,6.0,40.0,2.0,1,78.0,41-50,Mid,3.713572066704308
Male,47.0,Turkey,Turkish,Devops,16.0,100.0,3.3,0,65.0,41-50,Senior,4.61512051684126
Female,59.0,United Kingdom,English,Data Analysis,40.0,40.0,2.5,1,70.0,51-60,Expert,3.713572066704308
Female,25.0,Canada,English,Blockchain Development,6.0,100.0,2.6,1,78.0,20-30,Mid,4.61512051684126
Male,27.0,Australia,English,Web Development,3.0,50.0,2.6,1,96.0,20-30,Junior,3.9318256327243257
Female,57.0,Australia,English,Ai,5.0,100.0,0.0,1,80.0,51-60,Mid,4.61512051684126
Female,34.0,Turkey,Turkish,Ui/Ux Design,12.0,20.0,1.6,1,64.0,31-40,Senior,3.044522437723423
Male,55.0,France,French,Ui/Ux Design,33.0,50.0,0.0,0,92.0,51-60,Expert,3.9318256327243257
Male,21.0,Egypt,Arabic,Blockchain Development,1.0,100.0,0.0,1,79.0,20-30,Junior,4.61512051684126
Male,53.0,Netherlands,Dutch,Devops,27.0,20.0,4.7,1,71.0,51-60,Expert,3.044522437723423
Female,21.0,Germany,German,Ui/Ux Design,1.0,100.0,0.0,1,95.0,20-30,Junior,4.61512051684126
Female,36.0,Brazil,Portuguese,Web Development,9.0,20.0,4.1,0,86.0,31-40,Mid,3.044522437723423
Male,40.0,Germany,German,Ai,2.0,30.0,1.3,1,77.0,31-40,Junior,3.4339872044851463
Female,59.0,United Kingdom,English,Ui/Ux Design,40.0,100.0,2.6,0,79.0,51-60,Expert,4.61512051684126
Male,45.0,Netherlands,Dutch,Cybersecurity,4.0,20.0,2.7,0,72.0,41-50,Mid,3.044522437723423
Male,44.0,South Korea,Korean,Machine Learning,9.0,40.0,2.6,0,70.0,41-50,Mid,3.713572066704308
Female,36.0,United Kingdom,English,Cybersecurity,13.0,30.0,3.6,0,86.0,31-40,Senior,3.4339872044851463
Female,26.0,India,Hindi,Graphic Design,1.0,75.0,3.0,1,79.0,20-30,Junior,4.330733340286331
Male,49.0,India,Hindi,Web Development,1.0,40.0,0.0,0,82.0,41-50,Junior,3.713572066704308
Male,29.0,France,French,Mobile Apps,3.0,40.0,0.0,1,81.0,20-30,Junior,3.713572066704308
Male,32.0,France,French,Graphic Design,1.0,40.0,3.1,1,76.0,31-40,Junior,3.713572066704308
Male,24.0,Indonesia,Indonesian,Blockchain Development,3.0,30.0,3.9,0,90.0,20-30,Junior,3.4339872044851463
Male,35.0,South Korea,Korean,Devops,14.0,30.0,1.6,1,67.0,31-40,Senior,3.4339872044851463
Female,43.0,Spain,Spanish,Blockchain Development,2.0,40.0,1.8,0,61.0,41-50,Junior,3.713572066704308
Male,53.0,South Korea,Korean,Machine Learning,27.0,100.0,3.7,0,73.0,51-60,Expert,4.61512051684126
Female,38.0,Russia,Russian,Devops,7.0,75.0,2.6,0,79.0,31-40,Mid,4.330733340286331
Male,57.0,United Kingdom,English,Cybersecurity,29.0,75.0,4.1,0,90.0,51-60,Expert,4.330733340286331
Male,27.0,China,Mandarin,Blockchain Development,5.0,75.0,1.4,1,64.0,20-30,Mid,4.330733340286331
Male,43.0,Argentina,Spanish,Web Development,2.0,100.0,1.1,1,63.0,41-50,Junior,4.61512051684126
Male,48.0,Canada,English,Data Analysis,18.0,40.0,3.9,0,79.0,41-50,Senior,3.713572066704308
Male,26.0,Brazil,Portuguese,Cybersecurity,8.0,20.0,3.6,0,67.0,20-30,Mid,3.044522437723423
Female,41.0,South Africa,Afrikaans,Graphic Design,0.0,40.0,0.0,0,97.0,41-50,Junior,3.713572066704308
Female,50.0,Italy,Italian,Data Analysis,16.0,75.0,4.5,0,69.0,41-50,Senior,4.330733340286331
Male,48.0,South Africa,Afrikaans,Web Development,8.0,50.0,2.6,1,73.0,41-50,Mid,3.9318256327243257
Male,60.0,Spain,Spanish,Blockchain Development,39.0,20.0,1.4,1,86.0,51-60,Expert,3.044522437723423
Male,26.0,Egypt,Arabic,Machine Learning,9.0,50.0,0.0,1,81.0,20-30,Mid,3.9318256327243257
Female,35.0,South Korea,Korean,Graphic Design,16.0,100.0,4.3,1,74.0,31-40,Senior,4.61512051684126
Male,23.0,United States,English,Blockchain Development,4.0,100.0,2.2,1,64.0,20-30,Mid,4.61512051684126
Male,37.0,Australia,English,Graphic Design,4.0,75.0,3.2,0,76.0,31-40,Mid,4.330733340286331
Female,21.0,Argentina,Spanish,Ai,2.0,100.0,3.7,1,73.0,20-30,Junior,4.61512051684126
Female,58.0,Germany,German,Ui/Ux Design,37.0,50.0,4.9,0,69.0,51-60,Expert,3.9318256327243257
Female,52.0,Indonesia,Indonesian,Mobile Apps,32.0,75.0,3.2,0,79.0,51-60,Expert,4.330733340286331
Male,46.0,Russia,Russian,Mobile Apps,8.0,20.0,2.2,0,89.0,41-50,Mid,3.044522437723423
Female,34.0,South Africa,Afrikaans,Devops,8.0,30.0,3.9,1,95.0,31-40,Mid,3.4339872044851463
Male,56.0,Turkey,Turkish,Devops,13.0,100.0,0.0,0,68.0,51-60,Senior,4.61512051684126
Female,26.0,Germany,German,Blockchain Development,6.0,40.0,2.8,0,82.0,20-30,Mid,3.713572066704308
Female,37.0,Japan,Japanese,Data Analysis,15.0,75.0,2.6,0,94.0,31-40,Senior,4.330733340286331
Male,46.0,Russia,Russian,Machine Learning,22.0,100.0,2.8,1,97.0,41-50,Expert,4.61512051684126
Female,36.0,Mexico,Spanish,Ui/Ux Design,18.0,20.0,1.7,1,72.0,31-40,Senior,3.044522437723423
